url,title,category,description,publisher,cover type/page num.,ISBN-10,ISBN-13,best bellers rank,review score,num. of reviews,frequently bought togheter
https://www.amazon.com.br/Pr%C3%ADncipe-Maquiavel-Acompanha-marcador-p%C3%A1ginas/dp/6584956199/,O Príncipe Maquiavel - Edição de Luxo: Acompanha marcador de páginas,"['Livros', 'Política, Filosofia e Ciências Sociais', 'Governo e Política']","Publicado em 1532 pelo controverso e complexo filósofo Maquiavel, O Príncipe traz uma abordagem direta e desapaixonada acerca da natureza e do poder político. Neste tratado, o autor defende conceitos pragmáticos, entre os quais a ideia de um governante ser capaz de agir sem restrições morais para manter o controle de seu estado. Com base em exemplos históricos e em sua própria experiência como diplomata, Maquiavel também oferece conselhos práticos sobre como conquistar e manter o poder, reforçando, ainda, a importância de manter a lealdade do povo e dos aliados. Trata-se de um livro que oferece uma visão única e fascinante do mundo político de sua época, repleta de intrigas, conflitos e traições",Editora : Editora Garnier; 1ª edição (15 agosto 2023),Capa dura : 96 páginas,ISBN-10 : 6584956199,ISBN-13 : 978-6584956193,Ranking dos mais vendidos: Nº 28 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,6",1.812 avaliações de clientes,"['A Arte da Guerra - Sun Tzu - Edição Luxo: Acompanha marcador de páginas', 'Biblioteca Estoica: Grandes Mestres Volume 01 - Box com 4 Livros', 'O Pequeno Príncipe - Edição Luxo: Acompanha marcador de páginas', 'A divina comédia - Box com 3 livros', 'O Diário de Anne Frank - Edição Luxo: Acompanha marcador de páginas', 'Hamlet']"
https://www.amazon.com.br/Descolonizando-afetos-Experimenta%C3%A7%C3%B5es-outras-formas/dp/8542223799/,Descolonizando afetos: Experimentações sobre outras formas de amar,"['Livros', 'Política, Filosofia e Ciências Sociais', 'Ciências Sociais']","EM UM TEMPO NO QUAL AS VELHAS RESPOSTAS JÁ NÃO ATENDEM ÀS QUESTÕES QUE NOS AFLIGEM, UM LIVRO SOBRE ACOLHER NOSSAS LIBERDADES E SINGULARIDADESAtravessada pela poética de seu povo, a ativista indígena Guarani, psicóloga e escritora Geni Núñez promove em Descolonizando afetos um exercício de repensar a exclusividade nos relacionamentos afetivos, partilhando reflexões anticoloniais sobre o tema, tanto do ponto de vista histórico e macropolítico quanto em relação às nuances cotidianas e interpessoais. A partir de uma perspectiva original e com uma linguagem única, a autora desconstrói alguns dos equívocos mais comuns a respeito da não monogamia e desenvolve reflexões que podem servir de acolhimento a pessoas que desejam vivenciar outras formas de amar.",Editora : Paidós; 1ª edição (30 outubro 2023),Capa comum : 192 páginas,ISBN-10 : 8542223799,ISBN-13 : 978-8542223798,Ranking dos mais vendidos: Nº 40 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,7",4 avaliações de clientes,"['Jaxy Jaterê', 'O Desafio Poliamoroso. Por Uma Nova Política dos Afetos', 'Ética do Amor Livre: Guia Prático Para Poliamor, Relacionamentos Abertos e Outras Liberdades Afetivas', 'A terra dá, a terra quer', 'Dysphoria mundi: O som do mundo desmoronando', 'Tudo Sobre o Amor']"
https://www.amazon.com.br/Aurora-despertar-exausta-Marcela-Ceribelli/dp/6555114215/,Aurora: O despertar da mulher exausta,"['Livros', 'Política, Filosofia e Ciências Sociais', 'Ciências Sociais']","Entre paranoias, medos, desejos e ânsias do dia a dia, a criadora da comunidade Obvious, Marcela Ceribelli, convida mulheres a se libertarem de amarras sociais e refletirem sobre tudo aquilo que as impede de encontrarem sua melhor versão e serem felizes. Acordar preocupada com as tarefas do dia. Otimizar a ida ao trabalho ouvindo notícias ou respondendo e-mails. Almoçar correndo pra ganhar tempo. E tudo isso sendo linda, bem-sucedida e gentil. Sorridente. Pra quem mesmo? Da criadora da Obvious, comunidade com mais de 1 milhão de seguidores no Instagram, e do podcast Bom dia, Obvious, Aurora é um convite a todas as mulheres que estão exaustas das demandas que elas mesmas e a sociedade fazem sobre suas carreiras, seus relacionamentos, seus corpos, suas personalidades. Com o humor inteligente que lhe é peculiar e muita empatia, Marcela Ceribelli intercala relatos de experiências pessoais com estudos científicos e comentários de especialistas das mais diversas áreas (como psicologia, moda, saúde e artes), investigando as origens das expectativas que recaem sobre as mulheres e apontando caminhos para um despertar mais amoroso. O que você pode fazer pela sua felicidade hoje? ",Editora : HarperCollins; 1ª edição (15 novembro 2022),Capa comum : 288 páginas,ISBN-10 : 6555114215,ISBN-13 : 978-6555114218,Ranking dos mais vendidos: Nº 60 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,8",2.162 avaliações de clientes,"['Indomável', 'De olhos abertos: Uma história não contada sobre relacionamento abusivo', 'A Prateleira do Amor: Sobre Mulheres, Homens e Relações', 'Primeiro eu tive que morrer: Romance', 'Os quatro compromissos: O livro da filosofia Tolteca', 'A gente mira no amor e acerta na solidão']"
https://www.amazon.com.br/Talvez-voc%C3%AA-deva-conversar-algu%C3%A9m/dp/6599039812/,"Talvez você deva conversar com alguém: Uma terapeuta, o terapeuta dela e a vida de todos nós","['Livros', 'Política, Filosofia e Ciências Sociais', 'Ciências Sociais']","De modo geral, buscamos a ajuda de um terapeuta para melhor compreender as angústias, os medos, a culpa ou quaisquer outros sentimentos que nos causam desconforto e sofrimento. Mas quantos de nós já paramos para perguntar: o terapeuta está imune à gama de questões que ele auxilia seus pacientes a dirimir e superar, dia após dia? A autora best-seller e terapeuta Lori Gottlieb nos mostra que a resposta a essa pergunta traz revelações surpreendentes.Quando ela se vê emocionalmente incapaz de gerenciar uma situação que perturba sua vida, uma amiga lhe faz uma sugestão: talvez você deva conversar com alguém.Combinando histórias reunidas a partir de sua rica trajetória como terapeuta (distribuídas entre quatro personagens inesquecíveis) à sua própria experiência como paciente, Lori nos oferece um relato afetuoso, leve e comovente sobre a universalidade de nossas perguntas e ansiedades, e joga luz sobre o que há de mais misterioso em nós, afirmando nossa capacidade de mudar nossas vidas.Uma jornada emocionante de autodescoberta, uma homenagem à natureza humana e um lembrete sobre a importância de sermos ouvidos, mas também de sabermos ouvir. Um livro sobre a importância dos encontros, dos afetos e da coragem de todos os que partimos para a aventura do autoconhecimento.",Editora : Vestígio; 1ª edição (22 abril 2020),Capa comum : 448 páginas,ISBN-10 : 6599039812,ISBN-13 : 978-6599039812,Ranking dos mais vendidos: Nº 68 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,8",15.038 avaliações de clientes,"['WORKBOOK: Talvez você deva conversar com alguém: Um guia para revisar sua história e mudar sua vida', 'DIÁRIO: Talvez você deva conversar com alguém: 52 sessões semanais para transformar sua vida', 'Morreste-me', 'A gente mira no amor e acerta na solidão', 'Paula', 'A coragem de não agradar: Como a filosofia pode ajudar você a se libertar da opinião dos outros, superar suas limitações e se tornar a pessoa que deseja']"
https://www.amazon.com.br/Em-busca-mim-Viola-Davis/dp/6557121383/,Em busca de mim,"['Livros', 'Política, Filosofia e Ciências Sociais', 'Ciências Sociais']","A internacionalmente aclamada atriz Viola Davis narra em sua biografia, Em busca de mim, tudo o que viveu desde a infância difícil até o estrelato. Nesta biografia você vai conhecer uma garotinha chamada Viola, que fugia de seu passado até tomar a transformadora decisão de parar de fugir para sempre. Em busca de mim conta a minha história, de um apartamento caindo aos pedaços na cidade de Central Falls, em Rhode Island, para os palcos de Nova York e além. Este é o caminho que percorri em busca de propósito e força, mas também para me fazer ser ouvida em um mundo que não me percebia.Enquanto escrevia Em busca de mim, pensei no quanto nossas histórias nem sempre recebem a devida atenção. São reinventadas para serem encaixadas em um mundo louco, competitivo e crítico. Escrevi este livro para aqueles que se sentem excluídos, que estão em busca de uma forma de entender e superar um passado complicado e encontrar autoaceitação no lugar da vergonha.Escrevi para quem precisa se lembrar de que a vida só vale a pena ser vivida se a encararmos com honestidade radical e coragem de abandonar as máscaras e apenas ser... você.Em busca de mim é uma reflexão profunda, uma promessa e uma declaração de amor a mim mesma. Espero que minha história o inspire a revolucionar sua vida de forma criativa e a redescobrir quem você era antes que o mundo tentasse defini-lo. “Desde a primeira página fica evidente que Viola Davis trará um relato muito mais íntimo e visceral do que a maioria das biografias de celebridades; Em busca de mim passa a sensação de que estamos frente a frente com Viola, conversando sobre sua vida, dificuldades e tudo mais.” - USA Today“Uma narrativa de tribulações e sucesso... A belíssima escrita de Viola vai inspirar a todos que desejam se livrar de antigos rótulos.” - Los Angeles Times",Editora : BestSeller; 6ª edição (25 julho 2022),Capa comum : 266 páginas,ISBN-10 : 6557121383,ISBN-13 : 978-6557121382,Ranking dos mais vendidos: Nº 71 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,8",8.664 avaliações de clientes,"['Minha História', 'O ano em que disse sim: Como dançar, ficar ao sol e ser a sua própria pessoa', 'A Biblioteca da Meia-Noite', 'Nossa luz interior: Superação em tempos incertos', 'Antes que o café esfrie', 'A liberdade é uma escolha: Lições práticas e inspiradoras para ajudar você a se libertar de suas prisões mentais']"
https://www.amazon.com.br/Pequeno-manual-antirracista-Djamila-Ribeiro/dp/8535932879/,Pequeno manual antirracista,"['Livros', 'Política, Filosofia e Ciências Sociais', 'Ciências Sociais']","Onze lições breves para entender as origens do racismo e como combatê-lo.Neste pequeno manual, a filósofa e ativista Djamila Ribeiro trata de temas como atualidade do racismo, negritude, branquitude, violência racial, cultura, desejos e afetos. Em onze capítulos curtos e contundentes, a autora apresenta caminhos de reflexão para aqueles que queiram aprofundar sua percepção sobre discriminações racistas estruturais e assumir a responsabilidade pela transformação do estado das coisas. Já há muitos anos se solidifica a percepção de que o racismo está arraigado em nossa sociedade, criando desigualdades e abismos sociais: trata-se de um sistema de opressão que nega direitos, e não um simples ato de vontade de um sujeito. Reconhecer as raízes e o impacto do racismo pode ser paralisante. Afinal, como enfrentar um monstro desse tamanho? Djamila Ribeiro argumenta que a prática antirracista é urgente e se dá nas atitudes mais cotidianas. E mais ainda: é uma luta de todas e todos.* Prêmio Jabuti 2020 na categoria Ciências humanas. *",Editora : Companhia das Letras; 1ª edição (6 novembro 2019),Capa comum : 136 páginas,ISBN-10 : 8535932879,ISBN-13 : 978-8535932874,Ranking dos mais vendidos: Nº 66 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,8",27.980 avaliações de clientes,"['Como ser um educador antirracista: Para familiares e professores', 'O pacto da branquitude', 'Quem tem medo do feminismo negro?', 'Lugar de Fala', 'Clara dos anjos', 'Cartas para minha avó']"
https://www.amazon.com.br/12-regras-para-vida-ant%C3%ADdoto/dp/8550802751/,12 regras para a vida: um antídoto para o caos,"['Livros', 'Política, Filosofia e Ciências Sociais', 'Filosofia']","Aclamado psicólogo clínico, Jordan Peterson tem influenciado a compreensão moderna sobre a personalidade e, agora, se transformou em um dos pensadores públicos mais populares do mundo, com suas palestras sobre tópicos que variam da bíblia, às relações amorosas e à mitologia, atraindo dezenas de milhões de espectadores. Em uma era de mudanças sem precedentes e polarização da política, sua mensagem franca e revigorante sobre o valor da responsabilidade individual e da sabedoria ancestral tem ecoado em todos os cantos do mundo. Neste livro, ele oferece doze princípios profundos e práticos sobre como viver uma vida com significado. A partir de exemplos vívidos de sua prática clínica e vida pessoal, bem como de lições extraídas das histórias e mitos mais antigos da humanidade, 12 Regras para a Vida oferece um antídoto para o caos em nossas vidas: verdades eternas aplicadas aos nossos problemas modernos. “Um dos pensadores mais importantes a surgir no cenário mundial em muitos anos.”",Editora : Alta Books; 1ª edição (30 abril 2018),Capa comum : 448 páginas,ISBN-10 : 8550802751,ISBN-13 : 978-8550802756,Ranking dos mais vendidos: Nº 76 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,8",18.175 avaliações de clientes,"['Além da Ordem: mais 12 regras para a vida', 'Hábitos atômicos: um método fácil e comprovado de criar bons hábitos e se livrar dos maus', 'Arrume seu Quarto: Um Guia Para Entender Jordan Peterson', 'Entre A Ordem E O Caos: Compreendendo Jordan Peterson', 'Nada pode me ferir', 'A psicologia financeira: lições atemporais sobre fortuna, ganância e felicidade']"
https://www.amazon.com.br/coragem-n%C3%A3o-agradar-Ichiro-Kishimi/dp/8543105692/,"A coragem de não agradar: Como a filosofia pode ajudar você a se libertar da opinião dos outros, superar suas limitações e se tornar a pessoa que deseja","['Livros', 'Política, Filosofia e Ciências Sociais', 'Filosofia']","Na periferia de uma cidade milenar vivia um filósofo que ensinava que o mundo era simples e que a felicidade estava ao alcance de todos. Certo dia, um jovem insatisfeito com a vida foi desafiá-lo a provar sua tese.Com mais de 3 milhões de exemplares vendidos, A coragem de não agradar conta uma história capaz de iluminar nosso poder interior e nos permitir ser quem somos.Inspirado nas ideias de Alfred Adler – um dos expoentes da psicologia ao lado de Sigmund Freud e Carl Jung –, o livro apresenta o debate transformador entre um jovem e um filósofo.Ao longo de cinco noites, eles discutem temas como autoestima, raiva, autoaceitação e complexo de inferioridade. Aos poucos, fica claro que libertar-se das expectativas alheias e das dúvidas que nos paralisam e encontrar a coragem para mudar está ao alcance de todos.Assim como nos diálogos de Platão, em que o conhecimento vai sendo construído através do debate, o filósofo oferece ao rapaz as ferramentas necessárias para que ele se torne capaz de se -reinventar e de dizer não às limitações impostas por si mesmo e pelos outros.",Editora : Editora Sextante; 1ª edição (30 janeiro 2018),Capa comum : 272 páginas,ISBN-10 : 8543105692,ISBN-13 : 978-8543105697,Ranking dos mais vendidos: Nº 103 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,7",10.368 avaliações de clientes,"['A coragem de ser feliz: Uma conversa entre um jovem e um filósofo sobre a verdadeira coragem de que precisamos para uma vida plena', 'A síndrome da boazinha: Como curar sua compulsão por agradar', 'As coisas que você só vê quando desacelera: Como manter a calma em um mundo frenético', 'Talvez você deva conversar com alguém: Uma terapeuta, o terapeuta dela e a vida de todos nós', 'A coragem de ser imperfeito: Como aceitar a própria vulnerabilidade, vencer a vergonha e ousar ser quem você é', 'Nação dopamina: Por que o excesso de prazer está nos deixando infelizes e o que podemos fazer para mudar']"
https://www.amazon.com.br/Revista-Veja-ed-2864-20-2023-ebook/dp/B0CLGBWYDZ/,Revista Veja [ed.2864] - 20/10/2023,"['Livros', 'Política, Filosofia e Ciências Sociais', 'Governo e Política']","Há cinco décadas, VEJA vem em defesa de três princípios inabaláveis: a democracia, a livre iniciativa e a justiça social.São cinco décadas oferecendo jornalismo de qualidade, com informações exclusivas, furos de reportagem e análises densas.Cinco décadas fiscalizando o poder – qualquer poder. E hoje, mais do que nunca, a revista é um porto seguro contra a infestação das fake news.",Editora : Grupo Abril; 2864ª edição (20 outubro 2023),Ranking dos mais vendidos: Nº 2 em Política Internacional Política e Ciências Sociais,"Avaliações dos clientes: 4,6",38 avaliações de clientes,"['Revista Veja [ed.2861] - 29/09/2023', 'Revista Veja [ed.2860] - 22/09/2023']"
https://www.amazon.com.br/Sociedade-do-cansa%C3%A7o-Byung-Chul-Han/dp/8532649963/,Sociedade do cansaço,"['Livros', 'Política, Filosofia e Ciências Sociais', 'Filosofia']","Os efeitos colaterais do discurso motivacional, O mercado de palestras e livros motivacionais está crescendo desde o início do século XXI e não mostra sinais de desaquecimento. Religiões tradicionais estão perdendo adeptos para novas igrejas que trocam o discurso do pecado pelo encorajamento e autoajuda. As instituições políticas e empresariais mudaram o sistema de punição, hierarquia e combate ao concorrente pelas positividades do estímulo, eficiência e reconhecimento social pela superação das próprias limitações. Byung-Chul Han mostra que a sociedade disciplinar e repressora do século XX descrita por Michel Foucault perde espaço para uma nova forma de organização coercitiva: a violência neuronal. As pessoas se cobram cada vez mais para apresentar resultados - tornando elas mesmas vigilantes e carrascas de suas ações. Em uma época onde poderíamos trabalhar menos e ganhar mais, a ideologia da positividade opera uma inversão perversa: nos submetemos a trabalhar mais e a receber menos. Essa onda do 'eu consigo' e do 'yes, we can' tem gerado um aumento significativo de doenças como depressão, transtornos de personalidade, síndromes como hiperatividade e burnout. Este livro transcende o campo filosófico e pode ajudar educadores, psicólogos e gestores a entender os novos problemas do século XXI.",Editora : Editora Vozes; 1ª edição (1 janeiro 2015),Livro de bolso : 136 páginas,ISBN-10 : 8532649963,ISBN-13 : 978-8532649966,Ranking dos mais vendidos: Nº 109 em Livros (Conheça o Top 100 na categoria Livros),"Avaliações dos clientes: 4,6",12.750 avaliações de clientes,"['Sociedade paliativa: A dor hoje', 'Sociedade da transparência', 'Infocracia: Digitalização e a crise da democracia', 'A expulsão do outro: Sociedade, percepção e comunicação hoje', 'Agonia do Eros', 'No enxame: Perspectivas do digital']"
